Language,Key,Original Text (FR)
"tz-tfng","common_cartepatrimoine.description_ancienne_cit_romaine","Ancienne cité romaine de Thamugadi, parfaitement conservée"
"tz-tfng","common_cartepatrimoine.description_cuicul_ancienne_ville","Cuicul, ancienne ville romaine aux vestiges exceptionnels"
"tz-tfng","common_cartepatrimoine.description_vestiges_puniques_romains","Vestiges puniques, romains et chrétiens face à la Méditerranée"
"tz-tfng","common_cartepatrimoine.carte_interactive_patrimoine","Carte interactive du patrimoine"
"tz-tfng","common_cartepatrimoine.ouvrir_grand","Ouvrir en grand"
"tz-tfng","common_cartepatrimoine.exploration_patrimoine_algrien","Exploration du patrimoine algérien"
"tz-tfng","common_cartepatrimoine.explorez_plus_sites","Explorez plus de 6 sites UNESCO et monuments historiques à travers l'Algérie"
"tz-tfng","common_cartepatrimoine.parcours_dcouverte","Parcours découverte"
"tz-tfng","common_cartepatrimoine.choisissez_itinraire_thmatique","Choisissez un itinéraire thématique pour découvrir les merveilles du patrimoine algérien"
"tz-tfng","common_cartepatrimoine.sites","sites"
"tz-tfng","common_cartepatrimoine.parcours_actif","Parcours actif :"
"tz-tfng","common_cartepatrimoine.itinraire_trac_sur","Itinéraire tracé sur la carte avec"
"tz-tfng","common_cartepatrimoine.monuments","monuments"
"tz-tfng","common_cartepatrimoine.effacer","Effacer"
"tz-tfng","common_cartepatrimoine.unesco","UNESCO"
"tz-tfng","common_cartepatrimoine.visiteurs","Visiteurs"
"tz-tfng","common_cartepatrimoine.dure","Durée"
"tz-tfng","common_cartepatrimoine.poque","Époque"
"tz-tfng","common_cartepatrimoine.statut","Statut"
"tz-tfng","common_cartepatrimoine.rserver_une_visite","Réserver une visite"
"tz-tfng","common_cartepatrimoine.plus_dinformations","Plus d'informations"
"tz-tfng","common_cartepatrimoine.fermer","Fermer"
"tz-tfng","notifications_preferences.prfrences_notifications","Préférences de notifications"
"tz-tfng","notifications_preferences.notifications_navigateur_dsactives","Notifications navigateur désactivées"
"tz-tfng","notifications_preferences.activez_les_notifications","Activez les notifications navigateur pour recevoir des alertes en temps réel même lorsque l'application est en arrière-plan."
"tz-tfng","notifications_preferences.activer_les_notifications","Activer les notifications navigateur"
"tz-tfng","notifications_preferences.title_paramtres_gnraux","Paramètres généraux"
"tz-tfng","notifications_preferences.description_grez_vos_prfrences","Gérez vos préférences globales de notification"
"tz-tfng","notifications_preferences.label_notifications_actives","Notifications activées"
"tz-tfng","notifications_preferences.description_activer_dsactiver_toutes","Activer ou désactiver toutes les notifications"
"tz-tfng","notifications_preferences.label_notifications_par_email","Notifications par email"
"tz-tfng","notifications_preferences.description_recevoir_les_notifications","Recevoir les notifications importantes par email"
"tz-tfng","notifications_preferences.label_notifications_sms","Notifications SMS"
"tz-tfng","notifications_preferences.description_recevoir_les_notifications_1","Recevoir les notifications urgentes par SMS"
"tz-tfng","notifications_preferences.title_types_notifications","Types de notifications"
"tz-tfng","notifications_preferences.description_choisissez_les_types","Choisissez les types de notifications que vous souhaitez recevoir"
"tz-tfng","notifications_preferences.label_nouveaux_vnements","Nouveaux événements"
"tz-tfng","notifications_preferences.description_tre_notifi_lors","Être notifié lors de la création de nouveaux événements culturels"
"tz-tfng","notifications_preferences.label_modifications_programme","Modifications de programme"
"tz-tfng","notifications_preferences.description_recevoir_des_alertes","Recevoir des alertes en cas de changement dans les programmes d'événements"
"tz-tfng","notifications_preferences.label_rappels_dvnements","Rappels d'événements"
"tz-tfng","notifications_preferences.description_recevoir_rappel_24h","Recevoir un rappel 24h avant les événements auxquels vous participez"
"tz-tfng","notifications_preferences.title_appareils_canaux","Appareils et canaux"
"tz-tfng","notifications_preferences.description_grez_comment_vous","Gérez comment vous recevez vos notifications"
"tz-tfng","notifications_preferences.navigateur_web","Navigateur web"
"tz-tfng","notifications_preferences.email","Email"
"tz-tfng","notifications_preferences.sms","SMS"
"tz-tfng","notifications_preferences.retour_aux_notifications","Retour aux notifications"
"tz-tfng","notifications_preferences.enregistrement","Enregistrement..."
"tz-tfng","notifications_preferences.enregistr","Enregistré"
"tz-tfng","notifications_preferences.enregistrer_les_prfrences","Enregistrer les préférences"
"tz-tfng","notifications_notifications.voir_plus","Voir plus →"
"tz-tfng","notifications_notifications.title_marquer_comme","Marquer comme lu"
"tz-tfng","notifications_notifications.title_supprimer","Supprimer"
"tz-tfng","notifications_notifications.label_toutes","Toutes"
"tz-tfng","notifications_notifications.label_non_lues","Non lues"
"tz-tfng","notifications_notifications.label_participations","Participations"
"tz-tfng","notifications_notifications.label_annulations","Annulations"
"tz-tfng","notifications_notifications.label_modifications","Modifications"
"tz-tfng","notifications_notifications.label_nouveaux_vnements","Nouveaux événements"
"tz-tfng","notifications_notifications.label_rappels","Rappels"
"tz-tfng","notifications_notifications.notifications","Notifications"
"tz-tfng","notifications_notifications.activez_les_notifications","Activez les notifications pour être alerté en temps réel"
"tz-tfng","notifications_notifications.activer","Activer"
"tz-tfng","notifications_notifications.rsum","Résumé"
"tz-tfng","notifications_notifications.total","Total"
"tz-tfng","notifications_notifications.non_lues","Non lues"
"tz-tfng","notifications_notifications.filtrer","Filtrer"
"tz-tfng","notifications_notifications.tout_marquer_comme","Tout marquer comme lu"
"tz-tfng","notifications_notifications.supprimer_les_lues","Supprimer les lues"
"tz-tfng","notifications_notifications.chargement_des_notifications","Chargement des notifications..."
"tz-tfng","notifications_notifications.aucune_notification","Aucune notification"
"tz-tfng","articles_articleviewpage.chargement_larticle","Chargement de l'article..."
"tz-tfng","articles_articleviewpage.article_introuvable","Article introuvable"
"tz-tfng","articles_articleviewpage.retour_aux_uvres","Retour aux œuvres"
"tz-tfng","articles_articleviewpage.retour","Retour"
"tz-tfng","articles_articleviewpage.title_ajouter_aux_favoris","Ajouter aux favoris"
"tz-tfng","articles_articleviewpage.title_partager","Partager"
"tz-tfng","articles_articleviewpage.title_imprimer","Imprimer"
"tz-tfng","articles_articleviewpage.title_tlcharger_pdf","Télécharger PDF"
"tz-tfng","articles_articleviewpage.valu_par_les","Évalué par les pairs"
"tz-tfng","articles_articleviewpage.accs_libre","Accès libre"
"tz-tfng","articles_articleviewpage.vrifi","Vérifié"
"tz-tfng","articles_articleviewpage.min_lecture","min de lecture"
"tz-tfng","articles_articleviewpage.mots","mots"
"tz-tfng","articles_articleviewpage.publi_dans","Publié dans"
"tz-tfng","articles_articleviewpage.rsum","Résumé"
"tz-tfng","articles_articleviewpage.contenu_cet_article","Le contenu de cet article n'est pas encore disponible."
"tz-tfng","articles_articleviewpage.informations_bibliographiques","Informations bibliographiques"
"tz-tfng","articles_articleviewpage.doi","DOI :"
"tz-tfng","articles_articleviewpage.issn","ISSN :"
"tz-tfng","articles_articleviewpage.impact_factor","Impact Factor :"
"tz-tfng","articles_articleviewpage.citation_apa","Citation APA :"
"tz-tfng","articles_articleviewpage.contributeurs","Contributeurs"
"tz-tfng","articles_articleviewpage.principal","Principal"
"tz-tfng","articles_articleviewpage.commentaires","Commentaires ("
"tz-tfng","articles_articleviewpage.commenter","Commenter"
"tz-tfng","articles_articleviewpage.rpondre","Répondre"
"tz-tfng","articles_articleviewpage.aucun_commentaire_pour","Aucun commentaire pour le moment. Soyez le premier à commenter !"
"tz-tfng","articles_articleviewpage.classification","Classification"
"tz-tfng","articles_articleviewpage.catgories","Catégories"
"tz-tfng","articles_articleviewpage.tags","Tags"
"tz-tfng","articles_articleviewpage.partagez_votre_avis","Partagez votre avis sur cet article"
"tz-tfng","articles_articleviewpage.votre_commentaire","Votre commentaire"
"tz-tfng","articles_articleviewpage.placeholder_crivez_votre_commentaire","Écrivez votre commentaire ici..."
"tz-tfng","articles_articleviewpage.annuler","Annuler"
"tz-tfng","articles_articleviewpage.envoi","Envoi..."
"tz-tfng","articles_articleviewpage.envoyer","Envoyer"
"tz-tfng","permissions_permissionguard.chargement_des_permissions","Chargement des permissions..."
"tz-tfng","permissions_permissionguard.chargement","Chargement..."
"tz-tfng","permissions_permissionguard.chargement_1","Chargement..."
"tz-tfng","permissions_permissionguard.validation_attente","Validation en attente"
"tz-tfng","permissions_permissionguard.chargement_2","Chargement..."
"tz-tfng","permissions_permissionguard.title_modifier","Modifier"
"tz-tfng","permissions_permissionguard.title_supprimer","Supprimer"
"tz-tfng","modals_intervenantmodal.ajouter_intervenant","Ajouter un intervenant"
"tz-tfng","modals_intervenantmodal.crez_nouvel_intervenant","Créez un nouvel intervenant pour votre œuvre"
"tz-tfng","modals_intervenantmodal.informations_personnelles","Informations personnelles"
"tz-tfng","modals_intervenantmodal.prnom","Prénom *"
"tz-tfng","modals_intervenantmodal.placeholder_prnom","Prénom"
"tz-tfng","modals_intervenantmodal.nom","Nom *"
"tz-tfng","modals_intervenantmodal.placeholder_nom_famille","Nom de famille"
"tz-tfng","modals_intervenantmodal.email","Email"
"tz-tfng","modals_intervenantmodal.placeholder_emailexemplecom","email@exemple.com"
"tz-tfng","modals_intervenantmodal.utilisateur_existant","Utilisateur existant :"
"tz-tfng","modals_intervenantmodal.informations_professionnelles","Informations professionnelles"
"tz-tfng","modals_intervenantmodal.titre_professionnel","Titre professionnel"
"tz-tfng","modals_intervenantmodal.placeholder_prof","Ex: Dr., Prof."
"tz-tfng","modals_intervenantmodal.organisation","Organisation"
"tz-tfng","modals_intervenantmodal.placeholder_nom_lorganisation","Nom de l'organisation"
"tz-tfng","modals_intervenantmodal.biographie","Biographie"
"tz-tfng","modals_intervenantmodal.placeholder_courte_biographie","Courte biographie..."
"tz-tfng","modals_intervenantmodal.spcialits","Spécialités"
"tz-tfng","modals_intervenantmodal.placeholder_ajouter_une_spcialit","Ajouter une spécialité"
"tz-tfng","modals_intervenantmodal.rle_dans_luvre","Rôle dans l'œuvre"
"tz-tfng","modals_intervenantmodal.type_rle","Type de rôle *"
"tz-tfng","modals_intervenantmodal.chargement_des_types","Chargement des types..."
"tz-tfng","modals_intervenantmodal.type","type"
"tz-tfng","modals_intervenantmodal.disponible","disponible"
"tz-tfng","modals_intervenantmodal.annuler","Annuler"
"tz-tfng","modals_intervenantmodal.ajouter_lintervenant","Ajouter l'intervenant"
"tz-tfng","modals_editeurmodal.ajouter_diteur","Ajouter un éditeur"
"tz-tfng","modals_editeurmodal.crez_nouvel_diteur","Créez un nouvel éditeur. Vous pourrez ensuite l'associer à votre œuvre."
"tz-tfng","modals_editeurmodal.nom_lditeur","Nom de l'éditeur *"
"tz-tfng","modals_editeurmodal.placeholder_ditions_barzakh_enag","Ex: Éditions Barzakh, ENAG, Casbah Éditions"
"tz-tfng","modals_editeurmodal.type_dditeur","Type d'éditeur *"
"tz-tfng","modals_editeurmodal.placeholder_slectionnez_type","Sélectionnez un type"
"tz-tfng","modals_editeurmodal.site_web","Site web"
"tz-tfng","modals_editeurmodal.optionnel_lurl_doit","Optionnel - L'URL doit commencer par http:// ou https://"
"tz-tfng","modals_editeurmodal.annuler","Annuler"
"tz-tfng","modals_editeurmodal.crer_lditeur","Créer l'éditeur"
"tz-tfng","dashboard_dashboardfilters.type","Type:"
"tz-tfng","dashboard_dashboardfilters.statut","Statut:"
"tz-tfng","dashboard_dashboardfilters.tout_effacer","Tout effacer"
"tz-tfng","dashboard_dashboardfilters.filtres","Filtres"
"tz-tfng","dashboard_dashboardfilters.filtres_avancs","Filtres avancés"
"tz-tfng","dashboard_dashboardfilters.affinez_votre_recherche","Affinez votre recherche avec des filtres personnalisés"
"tz-tfng","dashboard_dashboardfilters.types_dutilisateurs","Types d'utilisateurs"
"tz-tfng","dashboard_dashboardfilters.statuts","Statuts"
"tz-tfng","dashboard_dashboardfilters.priode_dinscription","Période d'inscription"
"tz-tfng","dashboard_dashboardfilters.slectionner_une_priode","Sélectionner une période"
"tz-tfng","dashboard_dashboardfilters.filtres_rapides","Filtres rapides"
"tz-tfng","dashboard_dashboardfilters.derniers_jours","7 derniers jours"
"tz-tfng","dashboard_dashboardfilters.derniers_jours_1","30 derniers jours"
"tz-tfng","dashboard_dashboardfilters.attente_uniquement","En attente uniquement"
"tz-tfng","dashboard_dashboardfilters.professionnels","Professionnels"
"tz-tfng","dashboard_dashboardfilters.rinitialiser","Réinitialiser"
"tz-tfng","dashboard_dashboardfilters.appliquer_les_filtres","Appliquer les filtres"
"tz-tfng","dashboard_dashboardcharts.priode_prcdente","vs période précédente"
"tz-tfng","dashboard_dashboardcharts.activit_par_heure","Activité par heure et jour"
"tz-tfng","dashboard_dashboardcharts.title_nouveaux_utilisateurs","Nouveaux utilisateurs"
"tz-tfng","dashboard_dashboardcharts.title_contenu","Contenu créé"
"tz-tfng","dashboard_dashboardcharts.title_vnements_actifs","Événements actifs"
"tz-tfng","dashboard_dashboardcharts.title_taux_dengagement","Taux d'engagement"
"tz-tfng","dashboard_dashboardcharts.title_rpartition_contenu_par","Répartition du contenu par type"
"tz-tfng","dashboard_dashboardcharts.comparaison_avec_priode","Comparaison avec la période précédente"
"tz-tfng","dashboard_dashboardcharts.label_utilisateurs_actifs","Utilisateurs actifs"
"tz-tfng","dashboard_dashboardcharts.label_temps_moyen_session","Temps moyen de session"
"tz-tfng","dashboard_dashboardcharts.label_pages_vues","Pages vues"
"tz-tfng","dashboard_dashboardcharts.label_taux_rebond","Taux de rebond"
"tz-tfng","dashboard_activitytimeline.activit_temps_rel","Activité en temps réel"
"tz-tfng","dashboard_activitytimeline.live","LIVE"
"tz-tfng","dashboard_activitytimeline.tout","Tout"
"tz-tfng","dashboard_activitytimeline.utilisateurs","Utilisateurs"
"tz-tfng","dashboard_activitytimeline.contenu","Contenu"
"tz-tfng","dashboard_activitytimeline.modration","Modération"
"tz-tfng","dashboard_activitytimeline.aucune_activit_afficher","Aucune activité à afficher"
"tz-tfng","auth_validatedprofessionalroute.compte_attente_validation","Compte en attente de validation"
"tz-tfng","auth_validatedprofessionalroute.votre_compte_professionnel","Votre compte professionnel est en cours de validation par nos équipes. 
                  Vous ne pouvez pas encore créer de contenu."
"tz-tfng","auth_validatedprofessionalroute.statut_actuel","Statut actuel :"
"tz-tfng","auth_validatedprofessionalroute.retour_tableau_bord","Retour au tableau de bord"
"tz-tfng","auth_validatedprofessionalroute.retour_laccueil","Retour à l'accueil"
"tz-tfng","auth_validatedprofessionalroute.votre_demande_compte","Votre demande de compte professionnel a été rejetée."
"tz-tfng","auth_validatedprofessionalroute.veuillez_contacter_ladministration","Veuillez contacter l'administration pour plus d'informations."
"tz-tfng","auth_protectedroute.accs_refus","Accès refusé"
"tz-tfng","auth_protectedroute.cette_page_est","Cette page est réservée aux administrateurs."
"tz-tfng","auth_protectedroute.retour","Retour"
"tz-tfng","auth_protectedroute.accs_professionnel_requis","Accès professionnel requis"
"tz-tfng","auth_protectedroute.cette_fonctionnalit_est","Cette fonctionnalité est réservée aux professionnels validés."
"tz-tfng","auth_protectedroute.retour_1","Retour"
"tz-tfng","auth_protectedroute.sinscrire_comme_pro","S'inscrire comme pro"
"tz-tfng","auth_protectedroute.validation_attente","Validation en attente"
"tz-tfng","auth_protectedroute.votre_compte_professionnel","Votre compte professionnel est en cours de validation par notre équipe."
"tz-tfng","auth_protectedroute.vous_recevrez_email","Vous recevrez un email dès que votre compte sera validé. 
                Cela prend généralement 24 à 48 heures."
"tz-tfng","auth_protectedroute.attendant_vous_pouvez","En attendant, vous pouvez explorer la plateforme en tant que visiteur."
"tz-tfng","auth_protectedroute.retour_laccueil","Retour à l'accueil"
"tz-tfng","article_readingstats.label_lecture_attentive","Lecture attentive"
"tz-tfng","article_readingstats.label_lecture_active","Lecture active"
"tz-tfng","article_readingstats.label_cours","En cours"
"tz-tfng","article_readingstats.label_dcouverte","Découverte"
"tz-tfng","article_readingstats.statistiques_lecture","Statistiques de lecture"
"tz-tfng","article_readingstats.progression","Progression"
"tz-tfng","article_readingstats.temps_lecture","Temps de lecture"
"tz-tfng","article_readingstats.min","min"
"tz-tfng","article_readingstats.mots_lus","Mots lus"
"tz-tfng","article_readingstats.vues","vues"
"tz-tfng","article_readingstats.ligne","en ligne"
"tz-tfng","article_readingstats.commentaires","commentaires"
"tz-tfng","article_readingstats.vitesse_lecture","Vitesse de lecture"
"tz-tfng","article_readingstats.motsmin","mots/min"
"tz-tfng","article_readingstats.lecture_cours","Lecture en cours"
